Date,Type,Country,State,Location,Activity,Sex,Age,Injury,Time,Species,Extracted_date,Month,Year,Age_group
23-Jan-2016,Unprovoked,USA,HAWAII,"Wailea Beach, Maui",Paddle,M,48,Survived,Morning,Tiger Shark,Jan-2016,Jan,2016,Adult
Reported 11-Jan-2016,Unprovoked,AUSTRALIA,QUEENSLAND,"Happy Valley Beach, Caloundra",Surfing,M,nan,Survived,,Unknown,Jan-2016,Jan,2016,Unknown
05-Jan-2016,Unprovoked,AUSTRALIA,QUEENSLAND,Heron Island,wading,M,11,Survived,Afternoon,Blacktip Shark,Jan-2016,Jan,2016,Child
02-Jan-2016,Unprovoked,AUSTRALIA,QUEENSLAND,Miall Island,Fishing,M,31,Survived,11h30,Unknown,Jan-2016,Jan,2016,Young Adult
26-Dec-2015,Other,SOUTH AFRICA,KWAZULU-NATAL,Westbrook Beach,Fishing,M,nan,Survived,Morning,Great White,Dec-2015,Dec,2015,Unknown
22-Dec-2015,Unprovoked,USA,HAWAII,La'aloa Beach Park,Paddle,M,71,Survived,Morning,Unknown,Dec-2015,Dec,2015,Senior
21-Dec-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Bondi Beach,Surfing,M,43,Survived,07h00,Unknown,Dec-2015,Dec,2015,Adult
21-Dec-2015,Unprovoked,BRAZIL,PERNAMBUCO,Fernano de Noronha,Diving,M,32,Unknown,,Tiger Shark,Dec-2015,Dec,2015,Young Adult
13-Dec-2015,Other,AUSTRALIA,NEW SOUTH WALES,Lake Macquarie,Fishing,Unknown,nan,Survived,10h30,Great White,Dec-2015,Dec,2015,Unknown
08-Dec-2015,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Mpande,Swimming,F,22,Survived,Morning,Unknown,Dec-2015,Dec,2015,Young Adult
20-Nov-2015,Unprovoked,ECUADOR,GALAPAGOS ISLANDS,"Punta Vicente Roca, Isabella Island",Snorkeling,M,55,Survived,10h15,Unknown,Nov-2015,Nov,2015,Adult
16-Nov-2015,Unprovoked,USA,FLORIDA,"Playalinda Beach, Brevard County",Surfing,M,nan,Survived,Afternoon,Unknown,Nov-2015,Nov,2015,Unknown
15-Nov-2015,Unprovoked,USA,FLORIDA,"Palm Beach, Palm Beach County",Swimming,F,nan,Survived,11h00,Unknown,Nov-2015,Nov,2015,Unknown
15-Nov-2015,Unprovoked,USA,FLORIDA,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,M,28,Survived,,Unknown,Nov-2015,Nov,2015,Young Adult
10-Nov-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,East Ballina,Surfing,M,20,Survived,18h15,Bull Shark,Nov-2015,Nov,2015,Young Adult
07-Nov-2015,Other,USA,FLORIDA,"Paradise Beach, Melbourne, Brevard County",Surfing,F,9,Survived,11h00,Unknown,Nov-2015,Nov,2015,Child
03-Nov-2015,Unprovoked,USA,HAWAII,"Kehena Beach, Hawaii",Swimming,M,54,Survived,11h00,Unknown,Nov-2015,Nov,2015,Adult
01-Nov-2015,Unprovoked,USA,FLORIDA,"Cocoa Beach, Brevard  County",wading,F,28,Survived,14h00,Unknown,Nov-2015,Nov,2015,Young Adult
01-Nov-2015,Unprovoked,MOZAMBIQUE,INHAMBANE PROVINCE,Maxixe,Fishing,M,19,Survived,04h00,Unknown,Nov-2015,Nov,2015,Young Adult
30-Oct-2015,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Bald Island,Fishing,M,50,Survived,,Unknown,Oct-2015,Oct,2015,Adult
28-Oct-2015,Unprovoked,USA,HAWAII,"Malaka, Oahu",Boarding,M,10,Survived,14h50,Unknown,Oct-2015,Oct,2015,Child
25-Oct-2015,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Stil Bay,Surfing,M,42,Survived,15h00,Great White,Oct-2015,Oct,2015,Adult
21-Oct-2015,Unprovoked,USA,FLORIDA,"Playalinda Beach, Brevard County",Surfing,M,21,Survived,14h30,Unknown,Oct-2015,Oct,2015,Young Adult
19-Oct-2015,Unprovoked,USA,FLORIDA,"Deerfield Beach, Broward County",Surfing,M,21,Survived,13h50,Unknown,Oct-2015,Oct,2015,Young Adult
17-Oct-2015,Unprovoked,MOZAMBIQUE,INHAMBANE PROVINCE,"Nahaduga, Inhambane Bay",Fishing,F,35,Fatal,,Unknown,Oct-2015,Oct,2015,Young Adult
17-Oct-2015,Other,USA,HAWAII,"Waikiki, ",Surfing,M,32,Survived,19h20,Unknown,Oct-2015,Oct,2015,Young Adult
17-Oct-2015,Unprovoked,USA,HAWAII,"Lanikai Beach, Kailua, Oahu",Swimming,M,44,Survived,11h30,Tiger Shark,Oct-2015,Oct,2015,Adult
13-Oct-2015,Other,USA,CALIFORNIA,"Off Leffingwell Landing, San Luis Obispo County",Fishing,M,nan,Survived,11h00,Hammerhead,Oct-2015,Oct,2015,Unknown
09-Oct-2015,Unprovoked,USA,SOUTH CAROLINA,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Boarding,F,9,Survived,16h20,Unknown,Oct-2015,Oct,2015,Child
09-Oct-2015,Unprovoked,USA,HAWAII,"Leftovers, Oahu",Surfing,M,25,Survived,10h25,Tiger Shark,Oct-2015,Oct,2015,Young Adult
08-Oct-2015,Unprovoked,MOZAMBIQUE,INHAMBANE PROVINCE,"Maxixe, Inhambane Bay",Fishing,M,nan,Survived,,Unknown,Oct-2015,Oct,2015,Unknown
07-Oct-2015,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Pyramids Beach,Surfing,M,18,Survived,16h50,Unknown,Oct-2015,Oct,2015,Teen
05-Oct-2015,Unprovoked,USA,FLORIDA,"Pepper Park Beach, St. Lucie County",Boarding,M,22,Survived,13h00,Unknown,Oct-2015,Oct,2015,Young Adult
05-Oct-2015,Unprovoked,USA,TEXAS,Galveston,wading,M,13,Survived,10h00,Unknown,Oct-2015,Oct,2015,Teen
04-Oct-2015,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,14,Survived,08h30,Blacktip Shark,Oct-2015,Oct,2015,Teen
29-Sep-2015,Unprovoked,USA,FLORIDA,"Vilano Beach, St.  Johns County",Surfing,M,22,Survived,16h20,Blacktip Shark,Sep-2015,Sep,2015,Young Adult
26-Sep-2015,Unprovoked,AUSTRALIA,QUEENSLAND,"Russel Island, Frankland Group",Snorkeling,F,7,Survived,Afternoon,Unknown,Sep-2015,Sep,2015,Child
24-Sep-2015,Other,USA,CALIFORNIA,"Horseshoe Rock, Santa Barbara County",Fishing,M,nan,Survived,10h45-11h15,Great White,Sep-2015,Sep,2015,Unknown
20-Sep-2015,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,14,Survived,16h45,Unknown,Sep-2015,Sep,2015,Teen
20-Sep-2015,Unprovoked,USA,HAWAII,"Upolu Point, North Kohala, Big Island",Fishing,M,27,Survived,15h52,Tiger Shark,Sep-2015,Sep,2015,Young Adult
20-Sep-2015,Unprovoked,USA,FLORIDA,"Fernandina Beach, Amelia Island, Nassau County",wading,M,12,Survived,12h30,Unknown,Sep-2015,Sep,2015,Child
20-Sep-2015,Unprovoked,USA,FLORIDA,"Vilano Beach, St.  Johns County",Fishing,M,16,Survived,07h30,Unknown,Sep-2015,Sep,2015,Teen
19-Sep-2015,Other,USA,CALIFORNIA,"Gaviota State Beach, Santa Barbara County",Fishing,M,nan,Survived,,Hammerhead,Sep-2015,Sep,2015,Unknown
18-Sep-2015,Unprovoked,USA,FLORIDA,"Big Talbot Island, Duval County",Swimming,M,nan,Survived,19h00,Unknown,Sep-2015,Sep,2015,Unknown
17-Sep-2015,Unprovoked,USA,FLORIDA,"Jacksonville Beach, Duval County",Surfing,M,20,Survived,15h00,Unknown,Sep-2015,Sep,2015,Young Adult
08-Sep-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,North Shelly Beach,Surfing,M,42,Survived,06h15,Unknown,Sep-2015,Sep,2015,Adult
06-Sep-2015,Unprovoked,USA,CALIFORNIA,"El Pescador Beach, Los Angeles County",Paddle,F,50,Survived,17h30,Great White,Sep-2015,Sep,2015,Adult
05-Sep-2015,Provoked,USA,CALIFORNIA,"Deer Creek Beach, Ventura County",Fishing,M,29,Survived,14h40,Hammerhead,Sep-2015,Sep,2015,Young Adult
04-Sep-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Hallidays Point,Surfing,M,62,Unknown,11h30,Great White,Sep-2015,Sep,2015,Senior
03-Sep-2015,Unprovoked,USA,SOUTH CAROLINA,"Myrtle Beach, Horry County",Unknown,M,nan,Survived,16h00,Unknown,Sep-2015,Sep,2015,Unknown
29-Aug-2015,Unprovoked,USA,CALIFORNIA,"Morro Strand State Beach, San Luis Obispo County",Surfing,F,54,Survived,10h25,Great White,Aug-2015,Aug,2015,Adult
29-Aug-2015,Unprovoked,USA,CALIFORNIA,"Morro Bay, San Luis Obispo County",Surfing,M,21,Survived,10h00,Great White,Aug-2015,Aug,2015,Young Adult
22-Aug-2015,Other,USA,FLORIDA,"Cocoa Beach, Brevard  County",Unknown,M,nan,Survived,19h45,Unknown,Aug-2015,Aug,2015,Unknown
22-Aug-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Lighthouse Beach,Surfing,M,38,Survived,17h10,Unknown,Aug-2015,Aug,2015,Adult
20-Aug-2015,Unprovoked,USA,SOUTH CAROLINA,"Murrells Inlet, Georgetown County",Surfing,M,15,Survived,12h30,Unknown,Aug-2015,Aug,2015,Teen
19-Aug-2015,Unprovoked,USA,FLORIDA,"Jacksonville Beach, Duval County",Unknown,F,10,Survived,15h30,Unknown,Aug-2015,Aug,2015,Child
18-Aug-2015,Other,USA,CALIFORNIA,Santa Barbara County,Fishing,M,22,Survived,07h30,Great White,Aug-2015,Aug,2015,Young Adult
10-Aug-2015,Provoked,USA,CALIFORNIA,Cortes Bank,Fishing,M,57,Survived,08h00,Hammerhead,Aug-2015,Aug,2015,Adult
31-Jul-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Evans Head,Surfing,M,52,Survived,06h00,Great White,Jul-2015,July,2015,Adult
27-Jul-2015,Other,AUSTRALIA,VICTORIA,Tyrendarra Beach,Surfing,M,40,Survived,,Unknown,Jul-2015,July,2015,Adult
26-Jul-2015,Unprovoked,USA,FLORIDA,"Daytona Beach, Volusia County",Surfing,M,25,Survived,19h00,Blacktip Shark,Jul-2015,July,2015,Young Adult
26-Jul-2015,Other,USA,SOUTH CAROLINA,"Edisto Beach, Colleton County",Floating,F,35,Survived,10h10,Unknown,Jul-2015,July,2015,Young Adult
25-Jul-2015,Unprovoked,AUSTRALIA,TASMANIA,"Lachan Island, Mercury Passage",Diving,M,46,Fatal,10h00,Great White,Jul-2015,July,2015,Adult
23-Jul-2015,Provoked,USA,CALIFORNIA,"La Jolla, San Diego County",Fishing,M,31,Survived,,Unknown,Jul-2015,July,2015,Young Adult
23-Jul-2015,Unprovoked,AUSTRALIA,VICTORIA,Tyrendarra Beach near Portland,Surfing,M,40,Survived,,Unknown,Jul-2015,July,2015,Adult
19-Jul-2015,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Jeffrey's Bay,Surfing,M,34,Survived,,Great White,Jul-2015,July,2015,Young Adult
10-Jul-2015,Unprovoked,USA,CALIFORNIA,"Huntington Beach, Orange County",Surfing,M,38,Survived,08h45,Great White,Jul-2015,July,2015,Adult
08-Jul-2015,Other,USA,CALIFORNIA,"Huntington Beach, Orange County",Unknown,M,39,Survived,,Unknown,Jul-2015,July,2015,Adult
04-Jul-2015,Unprovoked,BAHAMAS,GRAND BAHAMA ISLAND,"Port Lucaya, Freeport",Fishing,F,23,Survived,,Unknown,Jul-2015,July,2015,Young Adult
04-Jul-2015,Unprovoked,USA,NORTH CAROLINA,"Off Surf City, Pender County",Unknown,M,32,Survived,Evening,Unknown,Jul-2015,July,2015,Young Adult
03-Jul-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Lennox Head,Surfing,M,52,Survived,09h00,Great White,Jul-2015,July,2015,Adult
02-Jul-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,East Ballina,Boarding,M,32,Survived,09h00,Great White,Jul-2015,July,2015,Young Adult
01-Jul-2015,Unprovoked,USA,NORTH CAROLINA,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Swimming,M,68,Survived,12h10,Unknown,Jul-2015,July,2015,Senior
30-Jun-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Flat Rock, Yamba",Surfing,M,nan,Survived,,Unknown,Jun-2015,June,2015,Unknown
30-Jun-2015,Unprovoked,USA,SOUTH CAROLINA,"Isle of Palms County Park, Isle of Palms, Charleston County",Unknown,M,12,Survived,18h05,Unknown,Jun-2015,June,2015,Child
27-Jun-2015,Unprovoked,USA,NORTH CAROLINA,"Rodanthe, Dare County",Swimming,M,18,Survived,16h00,Bull Shark,Jun-2015,June,2015,Teen
27-Jun-2015,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Buffels Bay near Knysna,Boarding,M,19,Survived,14h40,Great White,Jun-2015,June,2015,Young Adult
26-Jun-2015,Other,USA,FLORIDA,"Jacksonville Beach, Duval County",Swimming,F,nan,Survived,19h30,Unknown,Jun-2015,June,2015,Unknown
26-Jun-2015,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,"Lookout Beach, Plettenberg Bay",Surfing,M,23,Survived,16h00,Great White,Jun-2015,June,2015,Young Adult
26-Jun-2015,Unprovoked,USA,SOUTH CAROLINA,"South Beach, Hunting Island State Park, Beaufort County",Standing,M,43,Survived,11h00,Unknown,Jun-2015,June,2015,Adult
Reported 25-Jun-2015,Provoked,AUSTRALIA,WESTERN AUSTRALIA,Rottnest Island,Swimming,M,19,Survived,,Unknown,Jun-2015,June,2015,Young Adult
25-Jun-2015,Unprovoked,USA,NORTH CAROLINA,"Avon, Hatteras Island, Outer Banks, Dare County",Surfing,M,47,Survived,11h41,Unknown,Jun-2015,June,2015,Adult
24-Jun-2015,Unprovoked,USA,NORTH CAROLINA,Surf City,Swimming,M,6,Survived,12h25,Tiger Shark,Jun-2015,June,2015,Child
24-Jun-2015,Other,AUSTRALIA,WESTERN AUSTRALIA,Denmark,Surfing,F,37,Survived,09h30,Great White,Jun-2015,June,2015,Adult
23-Jun-2015,Unprovoked,USA,SOUTH CAROLINA,"St. Helena Island, Beaufort County",Standing,M,9,Survived,,Unknown,Jun-2015,June,2015,Child
17-Jun-2015,Unprovoked,USA,FLORIDA,Daytona Beach Shores,Swimming,M,10,Survived,13h00,Unknown,Jun-2015,June,2015,Child
14-Jun-2015,Unprovoked,USA,NORTH CAROLINA,"Oak Island, Brunswick County",wading,M,16,Unknown,17h51,Bull Shark,Jun-2015,June,2015,Teen
14-Jun-2015,Unprovoked,USA,NORTH CAROLINA,"Oak Island, Brunswick County",wading,F,12,Survived,16h12,Bull Shark,Jun-2015,June,2015,Child
13-Jun-2015,Unprovoked,USA,CALIFORNIA,Off San Diego,Unknown,F,nan,Survived,,Unknown,Jun-2015,June,2015,Unknown
11-Jun-2015,Unprovoked,USA,NORTH CAROLINA,"Ocean Isle, Brunswick County",Boarding,F,13,Survived,12h45,Unknown,Jun-2015,June,2015,Teen
07-Jun-2015,Unprovoked,USA,FLORIDA,"Lori Wilson Park, Cocoa Beach, Brevard  County",Unknown,M,11,Survived,10h50,Bull Shark,Jun-2015,June,2015,Child
05-Jun-2015,Unprovoked,USA,FLORIDA,Fort Lauderdale,Unknown,F,17,Survived,,Nurse Shark,Jun-2015,June,2015,Teen
29-May-2015,Unprovoked,USA,FLORIDA,"Cocoa Beach, Brevard  County",Standing,F,14,Survived,15h00,Unknown,May-2015,May,2015,Teen
29-May-2015,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",wading,F,19,Survived,13h45,Unknown,May-2015,May,2015,Young Adult
24-May-2015,Unprovoked,USA,FLORIDA,"Cocoa Beach, Brevard  County",Swimming,F,13,Survived,,Unknown,May-2015,May,2015,Teen
20-May2015,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,18,Survived,10h30,Unknown,May2015,May,2015,Teen
15-May-2015,Unprovoked,USA,SOUTH CAROLINA,Sullivan's Island,Unknown,M,30,Survived,14h15,Unknown,May-2015,May,2015,Young Adult
07-May-2015,Unprovoked,USA,FLORIDA,"Cocoa Beach, Brevard  County",Swimming,M,nan,Survived,15h00,Unknown,May-2015,May,2015,Unknown
03-May-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Saltwater Beach,Surfing,M,nan,Survived,15h00,Great White,May-2015,May,2015,Unknown
02-May-2015,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Port St. John's,Diving,M,29,Survived,13h00,Great White,May-2015,May,2015,Young Adult
29-Apr-2015,Unprovoked,USA,HAWAII,Kanahena Cove ,Snorkeling,F,65,Fatal,09h00,Unknown,Apr-2015,Apr,2015,Senior
26-Apr-2015,Unprovoked,USA,FLORIDA,"Resident's Beach, Marco Island",wading,M,63,Survived,16h30,Unknown,Apr-2015,Apr,2015,Senior
25-Apr-2015,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Fishery Bay,Surfing,M,26,Survived,09h45,Great White,Apr-2015,Apr,2015,Young Adult
24-Jun-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Belongil Beach, Byron Bay",Surfing,M,71,Survived,11h00,Great White,Jun-2015,June,2015,Senior
13-Apr-2015,Unprovoked,USA,FLORIDA,"Florida Keys, Monroe County",Unknown,M,48,Survived,,Unknown,Apr-2015,Apr,2015,Adult
11-Apr-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,McKenzies Beach,Paddle,M,nan,Survived,07h30,Unknown,Apr-2015,Apr,2015,Unknown
03-Apr-2015,Unprovoked,USA,FLORIDA,"3 miles off Jupiter, Palm Beach County",Fishing,M,70,Survived,Afternoon,Bull Shark,Apr-2015,Apr,2015,Senior
31-Mar-2015,Other,BRAZIL,PERNAMBUCO,"Praia del Chifre, Olinda",Surfing,M,23,Survived,11h00,Unknown,Mar-2015,Mar,2015,Young Adult
26-Mar-2015,Other,SOUTH AFRICA,EASTERN CAPE PROVINCE,Yellow Sands Point,Fishing,M,36,Survived,,Great White,Mar-2015,Mar,2015,Adult
18-Mar-2015,Unprovoked,USA,HAWAII,Hapuna Beach,Snorkeling,M,58,Survived,11h45,Tiger Shark,Mar-2015,Mar,2015,Adult
11-Mar-2015,Other,AUSTRALIA,NEW SOUTH WALES,"Julian Rocks, Byron Bay",Fishing,M,nan,Unknown,Morning,Unknown,Mar-2015,Mar,2015,Unknown
09-Feb-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Shelly Beach,Surfing,M,41,Fatal,10h00,Unknown,Feb-2015,Feb,2015,Adult
08-Feb-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Seven Mile Beach, Byron Bay",Surfing,M,35,Survived,06h45,Unknown,Feb-2015,Feb,2015,Young Adult
05-Feb-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Mereweather Beach,Surfing,M,nan,Survived,,Unknown,Feb-2015,Feb,2015,Unknown
30-Jan-2015,Other,AUSTRALIA,QUEENSLAND,"Nerang River, Surfer's  Paradise",Unknown,M,57,Survived,05h00,Bull Shark,Jan-2015,Jan,2015,Adult
27-Jan-2015,Provoked,USA,HAWAII,Lahaina,Fishing,M,20,Survived,03h30,Unknown,Jan-2015,Jan,2015,Young Adult
24-Jan-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Flat Rock,Surfing,M,nan,Survived,,Unknown,Jan-2015,Jan,2015,Unknown
23-Jan-2015,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Nahoon Beach,Floating,M,24,Survived,Afternoon,Unknown,Jan-2015,Jan,2015,Young Adult
19-Jan-2015,Other,USA,FLORIDA,Off Panama City,Fishing,M,nan,Survived,,Great White,Jan-2015,Jan,2015,Unknown
19-Jan-2015,Other,AUSTRALIA,NEW SOUTH WALES,"Wategos Beach, Byon Bay",Surfing,F,nan,Unknown,,Unknown,Jan-2015,Jan,2015,Unknown
17-Jan-2015,Other,AUSTRALIA,NEW SOUTH WALES,Off Blacksmith Beach,Fishing,M,nan,Survived,13h45,Unknown,Jan-2015,Jan,2015,Unknown
16-Jan-2015,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Mollymook Beach, Bannister Head",Unknown,M,17,Survived,,Unknown,Jan-2015,Jan,2015,Teen
08-Jan-2015,Other,USA,FLORIDA,,Swimming,M,38,Survived,Night,Unknown,Jan-2015,Jan,2015,Adult
06-Jan-2015,Unprovoked,BAHAMAS,ABACO ISLANDS,"Tahiti Beach, Elbow Cay",Snorkeling,F,34,Survived,16h00,Great White,Jan-2015,Jan,2015,Young Adult
03-Jan-2015,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Chintsa East Beach,Surfing,M,15,Survived,08h00,Unknown,Jan-2015,Jan,2015,Teen
01-Jan-2015,Unprovoked,USA,FLORIDA,"Windsor Beach, Indian River County",Unknown,M,12,Survived,Afternoon,Unknown,Jan-2015,Jan,2015,Child
29-Dec-2014,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Bherwerre Beach,Surfing,Unknown,nan,Survived,Morning,Unknown,Dec-2014,Dec,2014,Unknown
29-Dec-2014,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Three Stripes near Cheynes Beach,Fishing,M,17,Fatal,Morning,Great White,Dec-2014,Dec,2014,Teen
28-Dec-2014,Other,SOUTH AFRICA,KWAZULU-NATAL,Durban,Swimming,Unknown,nan,Survived,Morning,Unknown,Dec-2014,Dec,2014,Unknown
28-Dec-2014,Unprovoked,USA,CALIFORNIA,"Montaña de Oro State Park, San Luis Obispo County ",Surfing,M,50,Survived,11h30,Great White,Dec-2014,Dec,2014,Adult
28-Dec-2014,Provoked,AUSTRALIA,VICTORIA,Paradise Beach,Fishing,M,40s,Survived,Morning,Unknown,Dec-2014,Dec,2014,Adult
15-Dec-2014,Unprovoked,AUSTRALIA,QUEENSLAND,Rudder Reef,Fishing,M,17,Fatal,11h30,Tiger Shark,Dec-2014,Dec,2014,Teen
29-Nov-2014,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,"Pyramids Beach, Port Bouvard",Surfing,M,13,Survived,Sometime between 06h00 & 08hoo,Unknown,Nov-2014,Nov,2014,Teen
19-Nov-2014,Other,AUSTRALIA,WESTERN AUSTRALIA,Freo,Fishing,M,nan,Survived,,Great White,Nov-2014,Nov,2014,Unknown
Reported 17-Nov-2014,Other,USA,CALIFORNIA,"Franklin Point, San Mateo County",Unknown,Unknown,nan,Survived,,Great White,Nov-2014,Nov,2014,Unknown
16-Nov-2014,Unprovoked,USA,FLORIDA,"Indian Harbor Beach, Brevard County",Surfing,M,44,Survived,13h00,Unknown,Nov-2014,Nov,2014,Adult
13-Nov-2014,Unprovoked,USA,HAWAII,"Airplane Beach, Lahina, West Maui",Snorkeling,M,53,Survived,13h30,Unknown,Nov-2014,Nov,2014,Adult
10-Nov-2014,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Moonee Beach,Surfing,M,nan,Survived,06h30,Unknown,Nov-2014,Nov,2014,Unknown
08-Nov-2014,Unprovoked,USA,FLORIDA,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,18,Survived,16h30,Unknown,Nov-2014,Nov,2014,Teen
31-Oct-2014,Unprovoked,USA,HAWAII,"North Kohala, Hawaii County",Surfing,F,34,Survived,11h00,Tiger Shark,Oct-2014,Oct,2014,Young Adult
29-Oct-2014,Provoked,AUSTRALIA,NEW SOUTH WALES,Wallabi Point,Surfing,M,20,Survived,18h00,Unknown,Oct-2014,Oct,2014,Young Adult
22-Oct-2014,Unprovoked,USA,HAWAII,"Kihei, Maui",Paddle,F,nan,Survived,10h00,Tiger Shark,Oct-2014,Oct,2014,Unknown
20-Oct-2014,Unprovoked,USA,HAWAII,"Kahului, Maui",Paddle,M,nan,Survived,08h00,Unknown,Oct-2014,Oct,2014,Unknown
19-Oct-2014,Other,USA,CALIFORNIA,"Leadbetter Beach, Santa Barbara County",Canoeing,F,nan,Survived,,Unknown,Oct-2014,Oct,2014,Unknown
17-Oct-2014,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Avoca Beach,Surfing,F,13,Survived,06h30,Unknown,Oct-2014,Oct,2014,Teen
14-Oct-2014,Unprovoked,USA,SOUTH CAROLINA,"Hilton Head Island, Beaufort County",Standing,F,7,Survived,,Bull Shark,Oct-2014,Oct,2014,Child
12-Oct-2014,Unprovoked,USA,FLORIDA,"Melbourne Beach, Brevard County",Surfing,F,nan,Survived,15h30,Unknown,Oct-2014,Oct,2014,Unknown
11-Oct-2014,Other,AUSTRALIA,WESTERN AUSTRALIA,"Castle Rock, north of Dunsborough",Kayaking,M,nan,Survived,17h20,Unknown,Oct-2014,Oct,2014,Unknown
05-Oct-2014,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,29,Survived,11h30,Blacktip Shark,Oct-2014,Oct,2014,Young Adult
07-Oct-2014,Unprovoked,USA,FLORIDA,"Cherie Down Park, Brevard County",Fishing,F,40,Survived,Afternoon,Unknown,Oct-2014,Oct,2014,Adult
05-Oct-2014,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,15,Survived,11h00,Blacktip Shark,Oct-2014,Oct,2014,Teen
03-Oct-2014,Other,USA,CALIFORNIA,Santa Barbara County,Kayaking,M,nan,Survived,14h00,Great White,Oct-2014,Oct,2014,Unknown
03-Oct-2014,Other,USA,CALIFORNIA,Santa Barbara County,Kayaking,M,nan,Survived,11h30,Great White,Oct-2014,Oct,2014,Unknown
02-Oct-2014,Unprovoked,USA,CALIFORNIA,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,M,28,Survived,17h30,Unknown,Oct-2014,Oct,2014,Young Adult
02-Oct-2014,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,"Kelpids Beach, Wylie Bay, Esperance",Surfing,M,23,Survived,11h00,Great White,Oct-2014,Oct,2014,Young Adult
21-Sep-2014,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,nan,Survived,11h30,Unknown,Sep-2014,Sep,2014,Unknown
13-Sep-2014,Other,USA,CALIFORNIA,"Manresa State Beach, Santa Cruz County",Surfing,M,nan,Unknown,18h45,Unknown,Sep-2014,Sep,2014,Unknown
09-Sep-2014,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Clarkes Beach, Byron Bay",Swimming,M,50,Fatal,10h45,Unknown,Sep-2014,Sep,2014,Adult
06-Sep-2014,Unprovoked,USA,ALABAMA,"Katrina Cut, Dauphin Island, Mobile County",Fishing,M,43,Survived,13h00,Bull Shark,Sep-2014,Sep,2014,Adult
03-Sep-2014,Other,USA,MASSACHUSETTS,"Manomet Point, Plymouth, Plymouth County",Kayaking,F,20s,Survived,18h00,Great White,Sep-2014,Sep,2014,Young Adult
02-Sep-2014,Provoked,USA,FLORIDA,"Fletcher Beach, Hutchinson Island, Martin County",Fishing,M,52,Survived,20h00,Unknown,Sep-2014,Sep,2014,Adult
31-Aug-2014,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,F,13,Survived,16h40,Unknown,Aug-2014,Aug,2014,Teen
29-Aug-2014,Unprovoked,USA,FLORIDA,"Ponce Inlet, Volusia County",Surfing,M,17,Survived,,Blacktip Shark,Aug-2014,Aug,2014,Teen
29-Aug-2014,Other,USA,FLORIDA,"Atlantic Beach, Duval County",Unknown,Unknown,nan,Unknown,16h18,Unknown,Aug-2014,Aug,2014,Unknown
